"global_id";"ObjectName";"NameWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";
"2751693443";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 14, корпус 2";"info@gbunovokosino.ru";"www.gbunovokosino.ru";"(495) 701-07-35";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.859327708, 55.737724367], type=Point}";"{coordinates=[37.859327708, 55.737724367], type=Point}";
"2751693460";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 20, корпус 2";"info@gbunovokosino.ru";"www.gbunovokosino.ru";"(495) 701-07-35";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.861399, 55.738514], type=Point}";"{coordinates=[37.861399, 55.738514], type=Point}";
"2751693468";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"район Бибирево";"улица Пришвина, дом 10, строение 1";"bibirevo@mos.ru";"bibirevo.mos.ru/";"(499) 205-32-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.596266578, 55.888665841], type=Point}";"{coordinates=[37.596266578, 55.888665841], type=Point}";
"2751693472";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"Даниловский район";"Крутицкая набережная, дом 19";"sodnl@uao.mos.ru";"danilovsky.mos.ru";"(495) 952-00-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.660168747, 55.721013548], type=Point}";"{coordinates=[37.660168747, 55.721013548], type=Point}";
"2751693479";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"Даниловский район";"Велозаводская улица, дом 2, корпус 2, строение 2";"sodnl@mos.ru";"danilovsky.mos.ru";"(495) 952-00-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.662933719, 55.716844964], type=Point}";"{coordinates=[37.662933719, 55.716844964], type=Point}";
"2751693485";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1553";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.156355309, 55.980061413], type=Point}";"{coordinates=[37.156355309, 55.980061413], type=Point}";
"2751693490";"Дворовая территория";"Городок тренажерный универсальный №1";"Юго-Западный административный округ";"район Ясенево";"Новоясеневский проспект, дом 17/50";"yasenevo@uzao.mos.ru";"yasenevo.mos.ru";"(495) 422-02-33";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.541671473, 55.60580132], type=Point}";"{coordinates=[37.541671473, 55.60580132], type=Point}";
"2751693497";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, корпус 1519";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.160441641, 55.982967615], type=Point}";"{coordinates=[37.160441641, 55.982967615], type=Point}";
"2751693505";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, Георгиевский проспект, дом 37, корпус 1";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.150345593, 55.968309493], type=Point}";"{coordinates=[37.150345593, 55.968309493], type=Point}";
"2751693515";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №2";"Зеленоградский административный округ";"район Крюково";"город Зеленоград, Георгиевский проспект, дом 37, корпус 1";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.150152118, 55.968354257], type=Point}";"{coordinates=[37.150152118, 55.968354257], type=Point}";
"2751693542";"Парк «Покровский»";"Городок тренажерный универсальный №2";"Южный административный округ";"район Чертаново Южное";"Дорожная улица, дом 5, корпус 1";"sosch@uao.mos.ru";"chertanovo-juzhnoe.mos.ru";"(495) 389-40-36";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.625999749, 55.605463571], type=Point}";"{coordinates=[37.625999749, 55.605463571], type=Point}";
"2751693557";"Дворовая территория";"Городок тренажерный универсальный №1";"Юго-Западный административный округ";"район Ясенево";"улица Айвазовского, дом 5, корпус 1";"UZAO-yasenevo@mos.ru";"yasenevo.mos.ru";"(495) 422-02-33";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.543645559, 55.615756837], type=Point}";"{coordinates=[37.543645559, 55.615756837], type=Point}";
"2751693563";"Дворовая территория";"Городок тренажерный универсальный №2";"Юго-Западный административный округ";"район Ясенево";"улица Айвазовского, дом 5, корпус 1";"UZAO-yasenevo@mos.ru";"yasenevo.mos.ru";"(495) 422-02-33";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.542840897, 55.616139372], type=Point}";"{coordinates=[37.542840897, 55.616139372], type=Point}";
"2751693593";"Дворовая территория";"Городок тренажерный универсальный №1";"Юго-Западный административный округ";"район Ясенево";"Новоясеневский проспект, дом 21, корпус 1";"yasenevo@uzao.mos.ru";"yasenevo.mos.ru/";"(495) 422-26-44";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"смешанное освещение";"грунтовое покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.550282954, 55.603430505], type=Point}";"{coordinates=[37.550282954, 55.603430505], type=Point}";
"2751693606";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Бескудниковский район";"Дмитровское шоссе, дом 64, корпус 4";"beskudnikovo@mos.ru";"beskudnikovo.mos.ru";"(499) 480-04-03";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.563844751, 55.855550232], type=Point}";"{coordinates=[37.563844751, 55.855550232], type=Point}";
"2751693612";"Спортивный комплекс среднего профессионального образовательного учреждения";"Городок тренажерный (воркаут) старого типа";"Северный административный округ";"район Сокол";"Светлый проезд, дом 2А";"spo-57@edu.mos.ru";"college57.mskobr.ru";"(499) 158-83-60";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"грунтовое покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.491275928, 55.812450248], type=Point}";"{coordinates=[37.491275928, 55.812450248], type=Point}";
"2751693617";"Дворовая территория";"Городок тренажерный универсальный";"Северный административный округ";"Бескудниковский район";"Бескудниковский бульвар, дом 25, корпус 4";"beskudnikovo@mos.ru";"beskudnikovo.mos.ru";"(499) 480-04-03";"";"nested data";"";"нет";"";"нет";"";"нет";"да";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.554498842, 55.868783745], type=Point}";"{coordinates=[37.554498842, 55.868783745], type=Point}";
"2751693623";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Фили-Давыдково";"улица Герасима Курина, дом 42";"uprava.filidavydkovo@mos.ru";"fili-davydkovo.mos.ru/";"(499) 146-48-80";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.463812043, 55.730732191], type=Point}";"{coordinates=[37.463812043, 55.730732191], type=Point}";
"2751693649";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Западный административный округ";"Академический район";"Профсоюзная улица, дом 26/44";"academsport@mail.ru";"akademichesky.mos.ru";"(499) 125-28-75";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"рулонное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.562793485, 55.679414751], type=Point}";"{coordinates=[37.562793485, 55.679414751], type=Point}";
"2751693658";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Юго-Восточный административный округ";"Нижегородский район";"2-й Карачаровский проезд, дом 4А";"dez_nizegor@mail.ru";"nizhegorodskiy.uvaogbu.ru/";"(495) 671-62-63";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.754085208, 55.730604204], type=Point}";"{coordinates=[37.754085208, 55.730604204], type=Point}";
"2751693665";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"Рязанский район";"Зарайская улица, дом 37";"gbu.ryazanka@yandex.ru";"ryazansky.mos.ru";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.771277721, 55.729962432], type=Point}";"{coordinates=[37.771277721, 55.729962432], type=Point}";
"2751693716";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"Рязанский район";"12-я Новокузьминская улица, дом 6, корпус 1";"gbu.ryazanka@yandex.ru";"ryazanskiy.gbyuvao.ru";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.78171718, 55.715585956], type=Point}";"{coordinates=[37.78171718, 55.715585956], type=Point}";
"2751693721";"Дворовая территория";"Городок тренажерный универсальный №2";"Юго-Восточный административный округ";"Рязанский район";"улица Фёдора Полетаева, дом 19, корпус 1";"gbu.ryazanka@yandex.ru";"ryazanskiy.gbyuvao.ru";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.786359548, 55.708804471], type=Point}";"{coordinates=[37.786359548, 55.708804471], type=Point}";
"2751693806";"Парк культуры и отдыха «Фили»";"Городок тренажерный (воркаут) нового типа №2";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.483275432, 55.750823565], type=Point}";"{coordinates=[37.483275432, 55.750823565], type=Point}";
"2751693807";"Дворовая территория";"Городок тренажерный универсальный";"Южный административный округ";"район Нагатино-Садовники";"улица Академика Миллионщикова, дом 35, корпус 4";"songs@mos.ru";"nagatino-sadovniki.mos.ru/";"(499) 612-05-62";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.647477522, 55.661975897], type=Point}";"{coordinates=[37.647477522, 55.661975897], type=Point}";
"2751693811";"Парк культуры и отдыха «Фили»";"Городок тренажерный (воркаут) нового типа №4";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.475449216, 55.747877301], type=Point}";"{coordinates=[37.475449216, 55.747877301], type=Point}";
"2751693815";"Дворовая территория";"Городок тренажерный универсальный";"Юго-Восточный административный округ";"Рязанский район";"Рязанский проспект, дом 45, корпус 1";"gbu.ryazanka@yandex.ru";"ryazanskiy.gbyuvao.ru/";"(495) 378-08-02";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.761384693, 55.726621564], type=Point}";"{coordinates=[37.761384693, 55.726621564], type=Point}";
"2751693818";"Парк культуры и отдыха «Фили»";"Городок тренажерный (воркаут) нового типа №12";"Западный административный округ";"район Филёвский Парк";"Большая Филёвская улица, дом 22, строение 2";"parkfili@culture.mos.ru";"parkfili.ru";"(499) 145-00-00";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"нет";"да";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.473218963, 55.746296764], type=Point}";"{coordinates=[37.473218963, 55.746296764], type=Point}";
"2751693838";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Западный административный округ";"район Строгино";"улица Кулакова, дом 4, корпус 1";"gbu-strogino@mail.ru";"gbu-strogino.ru";"(495) 758-38-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.398575622, 55.814930417], type=Point}";"{coordinates=[37.398575622, 55.814930417], type=Point}";
"2751693858";"Дворовая территория";"Городок тренажерный (воркаут) старого типа";"Северный административный округ";"Бескудниковский район";"Дубнинская улица, дом 35";"beskudnikovo@mos.ru";"beskudnikovo.mos.ru";"(499) 480-04-03";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"смешанное освещение";"специальное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.561010152, 55.865308464], type=Point}";"{coordinates=[37.561010152, 55.865308464], type=Point}";
"2751693867";"Дворовая территория";"Городок тренажерный универсальный";"Западный административный округ";"район Крылатское";"Осенний бульвар, дом 12, корпус 10";"uprava-krylatskoe@mos.ru";"krylatskoe.mos.ru";"(495) 413-26-14";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.415300475, 55.759213651], type=Point}";"{coordinates=[37.415300475, 55.759213651], type=Point}";
"2751693884";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Восточный административный округ";"район Гольяново";"Алтайская улица, дом 25";"guisgol@yandex.ru";"гбу-гольяново.рф";"(495) 469-82-81";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"отсыпное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.828526583, 55.821545635], type=Point}";"{coordinates=[37.828526583, 55.821545635], type=Point}";
"2751693897";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Юго-Западный административный округ";"район Коньково";"улица Академика Капицы, дом 14А";"1273@edu.mos.ru";"sch1273uz.mskobr.ru";"(495) 420-17-22";"";"nested data";"";"нет";"";"да";"";"да";"да";"да";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.521670086, 55.628215135], type=Point}";"{coordinates=[37.521670086, 55.628215135], type=Point}";
"2751693927";"Зона отдыха с купанием Мещерская";"Городок тренажерный универсальный";"Западный административный округ";"район Солнцево";"Воскресенская улица, дом 3, строение 1";"gbuzao@pzao.mos.ru";"park-meshersky.ru";"(903) 143-82-93";"";"nested data";"";"нет";"";"нет";"";"да";"да";"нет";"нет";"нет";"да";"нет";"01.09-31.08";"nested data";"смешанное освещение";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.407174463, 55.674180487], type=Point}";"{coordinates=[37.407174463, 55.674180487], type=Point}";
"2751693935";"Парк «Парк школьников»";"Городок тренажерный универсальный";"Западный административный округ";"район Тропарёво-Никулино";"Никулинская улица, дом 6, корпус 2, строение 1";"gbuzao@pzao.mos.ru";"avdzao.mos.ru/";"(903) 143-82-93";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.454429265, 55.670309294], type=Point}";"{coordinates=[37.454429265, 55.670309294], type=Point}";
"2751693957";"Дворовая территория";"Городок тренажерный универсальный";"Северо-Восточный административный округ";"район Бибирево";"улица Конёнкова, дом 19А";"bibirevo@mos.ru";"bibirevo.mos.ru";"(495) 533-00-22";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.607995877, 55.892308653], type=Point}";"{coordinates=[37.607995877, 55.892308653], type=Point}";
"2751693969";"Дворовая территория";"Городок тренажерный универсальный";"Троицкий административный округ";"район Вороново";"поселение Кленовское, село Кленово, улица Мичурина, дом 1";"klenovskoe.tinao@mail.ru";"adm.klenovskoe.org/";"(495) 865-63-91";"";"nested data";"";"нет";"";"нет";"";"да";"нет";"нет";"нет";"нет";"да";"да";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"частично приспособлен";"общая физическая подготовка";"{coordinates=[37.346167533, 55.325780347], type=Point}";"{coordinates=[37.346167533, 55.325780347], type=Point}";
"2751694027";"Дворовая территория";"Городок тренажерный универсальный";"Зеленоградский административный округ";"район Силино";"город Зеленоград, корпус 1202";"gbuzelenograd@zelao.mos.ru";"gbuzelenograd.ru/";"(499) 734-25-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.190555992, 55.992906014], type=Point}";"{coordinates=[37.190555992, 55.992906014], type=Point}";
"2751694033";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Западный административный округ";"район Дорогомилово";"улица Можайский Вал, дом 1";"Uprava.dorogomilovo@mos.ru";"dorogomilovo.mos.ru/";"(499) 249-01-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.558409, 55.745661], type=Point}";"{coordinates=[37.558409, 55.745661], type=Point}";
"2751694042";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Нагатинский Затон";"Нагатинская набережная, дом 48/2, строение 2";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru/";"(499) 617-21-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение газоразрядными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.680029125, 55.687333069], type=Point}";"{coordinates=[37.680029125, 55.687333069], type=Point}";
"2751694049";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Нагатинский Затон";"Нагатинская набережная, дом 70";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru";"(499) 614-76-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.693626651, 55.690813246], type=Point}";"{coordinates=[37.693626651, 55.690813246], type=Point}";
"2751694072";"Парк «Аллея Славы»";"Городок тренажерный универсальный";"Новомосковский административный округ";"район Внуково";"2-я Рейсовая улица, дом 1";"uprava-vnukovo@mos.ru";"vnukovo.mos.ru";"(495) 436-78-45";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.293457722, 55.606056687], type=Point}";"{coordinates=[37.293457722, 55.606056687], type=Point}";
"2751694081";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Нагатинский Затон";"Судостроительная улица, дом 17, строение 2";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru";"(499) 617-21-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение лампами накаливания";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.673494242, 55.681527803], type=Point}";"{coordinates=[37.673494242, 55.681527803], type=Point}";
"2751694085";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Южный административный округ";"район Нагатинский Затон";"Якорная улица, дом 7";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru";"(499) 617-21-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.685697269, 55.68526577], type=Point}";"{coordinates=[37.685697269, 55.68526577], type=Point}";
"2751694089";"Дворовая территория";"Городок тренажерный (воркаут) нового типа";"Южный административный округ";"район Нагатинский Затон";"Кленовый бульвар, дом 22";"sportzaton@mail.ru";"nagatinsky-zaton.mos.ru";"(499) 614-76-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.01-31.12";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.67677564, 55.679074807], type=Point}";"{coordinates=[37.67677564, 55.679074807], type=Point}";
"2751694093";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №2";"Южный административный округ";"район Нагатинский Затон";"Коломенская набережная, дом 6";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru";"(499) 614-76-21";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"специальное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.709390624, 55.682476392], type=Point}";"{coordinates=[37.709390624, 55.682476392], type=Point}";
"2751694102";"Дворовая территория";"Городок тренажерный (воркаут) нового типа №1";"Южный административный округ";"район Нагатинский Затон";"Судостроительная улица, дом 23, корпус 2, строение 2";"sonzt@mos.ru";"nagatinsky-zaton.mos.ru/";"(499) 617-21-11";"";"nested data";"";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.09-31.08";"nested data";"без дополнительного освещения";"заливное покрытие";"0";"бесплатно";"";"";"общая физическая подготовка";"{coordinates=[37.676786404, 55.683130935], type=Point}";"{coordinates=[37.676786404, 55.683130935], type=Point}";
"2751694137";"Спортивный комплекс образовательного учреждения";"Городок тренажерный универсальный";"Восточный административный округ";"район Соколиная Гора";"Щербаковская улица, дом 36А";"1362@edu.mos.ru";"sch1362.mskobr.ru";"(495) 365-56-44";"";"nested data";"";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"нет";"01.09-31.08";"nested data";"освещение светодиодными лампами";"заливное покрытие";"0";"бесплатно";"0";"не приспособлен";"общая физическая подготовка";"{coordinates=[37.732182082, 55.781485693], type=Point}";"{coordinates=[37.732182082, 55.781485693], type=Point}";
